price,rooms,area,floor,total_floor,district,"address",ZHK,type,year
48000000,3,85,8,8,Алмалы,Сейфуллина 510 — Кабанбай Батыра,,кирпичный,1978
27678000,2,"65,9",,12,Бостандык,Торайгырова — Мустафина,Sholpan City,,2019
21000000,3,59,2,4,Ауэзов,"мкр. №1, №1 65",,панельный,1963
17500000,2,45,1,4,Бостандык,"мкр. Мирас, Санаторий Алматы 4",,панельный,1970
37000000,2,71,4,14,Медеу,Каирбекова — Гоголя,Central Park Residence,монолитный,2015
19000000,3,63,1,4,Ауэзов,"мкр. №1, 1-ый микрорайон 74 — Саина",,панельный,1968
27000000,2,"68,2",9,9,Ауэзов,мкр. Мамыр-4,,панельный,2005
75000000,4,135,3,10,Бостандык,мкр. Керемет,Керемет,монолитный,2006
16200000,1,37,2,5,Бостандык,Абая 66,,кирпичный,1986
23900000,2,59,9,9,Бостандык,Сатпаева — Айманова,,панельный,1990
17500000,2,42,1,4,Бостандык,"мкр. Коктем-2 42, Байзакова-Бухар жырау",,кирпичный,1965
46000000,2,68,10,12,Бостандык,Розыбакиева 178,Atameken,монолитный,2019
28644000,2,"68,2",,12,Бостандык,Торайгырова — Мустафина,Sholpan City,,2019
22700000,2,"55,8",3,9,Жетысу,Пр.Райымбека,Максима,монолитный,2007
27500000,2,65,12,13,Бостандык,проспект Аль-Фараби — Ходжанова,,монолитный,1989
80000000,3,113,6,16,Бостандык,Наурызбай Батыра — проспект Абая,Овация,монолитный,2005
70000000,4,160,3,5,Бостандык,Радостовца 267 — Розыбакиева-Утепова,,,1997
13700000,1,32,4,4,Ауэзов,"мкр. №1, №1 75 — Саина",,панельный,1969
23900000,2,"54,1",9,14,Алатау,мкр. Акбулак 55,Алмалы,монолитный,2018
32990000,4,95,10,10,Бостандык,Шолом-Алейхема 4 — Попова,Алма,монолитный,2018
75000000,4,142,14,18,Бостандык,Навои 208 — Торайгырова,Шахристан,,2016
20500000,3,67,2,4,Алмалы,Макатаева (Пастера) — Муканова,,панельный,1973
23500000,2,53,2,5,Бостандык,Жарокова — Байкадамова,,панельный,1989
22000000,2,"57,7",5,10,Жетысу,Райымбека,Максима,монолитный,2008
24700000,1,38,5,12,Бостандык,Тажибаевой,Element,монолитный,2018
17000000,1,54,1,9,Ауэзов,"мкр. Мамыр-2, Шаляпина — Саина",,кирпичный,1986
23000000,3,59,4,4,Ауэзов,"мкр. №10 А, №10 А 15",,панельный,1969
14600000,2,44,1,4,Бостандык,Радостовца — Солодовника,,панельный,1961
55000000,3,127,8,11,Ауэзов,"мкр. Жетысу-3 65, Абая Момышулы",,монолитный,2012
40000000,5,106,1,4,Ауэзов,"мкр. №10, №10 4 — Алтынсарина",,панельный,1980
20000000,3,63,4,4,Ауэзов,"мкр. №2, проспект Алтынсарина 46 — Куанышбаева",,панельный,1962
14000000,1,"39,1",1,4,Ауэзов,"мкр. №10, №10 57 а — Береговой, Ю Кима",,кирпичный,1970
15400000,1,30,3,4,Алмалы,"мкр. Тастак-3, Аносова",,панельный,1980
15500000,1,31,2,4,Ауэзов,"мкр. №11, №11 — Правда-джандосова",,панельный,1975
24000000,1,"48,5",5,9,Ауэзов,"мкр. №1, Алтынсарина 68/3",Сарыарка,монолитный,2015
18700000,2,53,1,5,Алмалы,Брусиловского,,панельный,1995
17499999,1,35,4,5,Бостандык,"мкр. Коктем-2, Бухар Жырау (Ботанический)",,кирпичный,1977
13500000,1,31,1,5,Ауэзов,"мкр. №11, №11 13 — Шаляпина",,панельный,1967
23000000,3,62,1,4,Ауэзов,"мкр. №12, №12 5 — Шаляпина",,панельный,1968
16500000,1,42,5,9,Бостандык,Саина — Торайгырова,,панельный,1981
18000000,2,45,1,4,Ауэзов,мкр. №2,,панельный,1962
16800000,1,41,1,5,Бостандык,Линия 20-я — Сатпаева,,панельный,1983
30500000,3,75,6,9,Бостандык,Аль-Фараби — Мустафина,,панельный,1979
60000000,3,100,2,16,Бостандык,Навои — Рыскулбекова,,монолитный,2014
27000000,4,74,2,4,Ауэзов,"мкр. №2, №2 11 — Жубанова",,панельный,1974
37422000,3,"89,1",,12,Бостандык,Торайгырова — Мустафина,Sholpan City,,2019
16500000,2,"44,5",3,4,Ауэзов,"мкр. №2, №2 50 — Алтынсарина",,панельный,1962
39000000,3,85,2,5,Бостандык,Розыбакиева — Тимирязева,,кирпичный,1971
15800000,2,46,3,4,Ауэзов,"мкр. №1, Саина — Жубанова",,панельный,1963
21500000,3,"57,9",3,5,Бостандык,"мкр. Орбита-1, Мустафина — Торайгырова Султанмахмуда (Фрунзе)",,панельный,1973
24500000,2,60,6,9,Ауэзов,мкр. Аксай-3 26,,панельный,1986
42500000,2,"86,2",10,16,Бостандык,Бальзака — Попова,,монолитный,2012
45000000,4,"103,4",1,5,Бостандык,Жандосова — Розыбакиева,,панельный,1990
19500000,3,57,1,5,Алмалы,"мкр. Тастак-2, Циалковского — Дуйсенова Есена (Болотникова)",,панельный,1985
29000000,2,70,4,10,Наурызбай,"мкр. Каргалы, Хантенгри 54/3 к 1",Хан-Тенгри,,2014
17900000,2,45,3,4,Бостандык,Ауэзова — Бухар Жырау,,кирпичный,1965
26500000,4,74,1,4,Алмалы,Казыбек би — Нурмакова,,панельный,1970
24500000,3,"58,9",4,5,Бостандык,"мкр. Алмагуль, Жарокова — Ходжанова Султанбека (Овчарова)",,панельный,1981
16500000,1,33,1,5,Ауэзов,"мкр. №3, №3 — Саина",,кирпичный,1988
16600000,2,"41,5",2,4,Бостандык,Гагарина — Басенова,,кирпичный,1961
23999999,3,68,1,5,Ауэзов,"мкр. Мамыр-2, Шаляпина",,панельный,1990
32400000,3,67,2,9,Медеу,мкр. Самал-2,,монолитный,1993
66000000,4,146,8,15,Алмалы,Курмангазы 145 — Муканова,Жастар Mag,монолитный,2008
16900000,2,44,2,5,Алмалы,Радостовца Владимира (Мориса Тореза) — Карасай Батыра (Виноградова),,панельный,1978
25000000,2,"41,5",3,4,Медеу,проспект Достык 274 — Омаровой,,кирпичный,1964
16800000,2,43,2,5,Ауэзов,"мкр. Тастак-1, Фурката — Толе Би (Комсомольская)",,панельный,1980
24500000,2,55,2,5,Алмалы,Панфилова — Макатаева,,кирпичный,1979
25000000,3,61,4,5,Алмалы,Байганина 27 — Жамбыла,,панельный,1978
54500000,3,75,2,,Алмалы,Абая 106/9 — Манаса,LEGENDA,монолитный,2019
43000000,3,87,11,15,,Егизбаева 7/1,Асыл Тау,монолитный,2016
31500000,3,70,2,5,Бостандык,Жандосова 29А,,панельный,1989
74000000,4,165,3,16,Бостандык,Сатпаева 9 — Сейфуллина,Алтын Заман,кирпичный,2005
28500000,3,70,4,5,Ауэзов,"мкр. Жетысу-1, Бауыржана Момышулы — Абая",,кирпичный,1990
33864000,2,"66,4",6,15,Алмалы,Наурызбай Батыра 50 — проспект Жибек Жолы,,монолитный,2019
23500000,1,"47,3",7,10,Ауэзов,"мкр. №3, №3 19/1 — Абая",,монолитный,2015
21300000,3,56,4,5,Бостандык,"мкр. Алмагуль, Гагарина — Левитана",,панельный,1975
23000000,3,62,5,5,Бостандык,мкр. Орбита-2 29А,,,1977
13000000,1,"33,8",6,9,Турксиб,"мкр. Алтай-1, Майлина 77",,,1986
29500000,3,60,3,5,Алмалы,Гоголя,,панельный,1974
19200000,2,44,5,5,Бостандык,Си Синхай 18 — Байкадамова-Жарокова,,панельный,1979
14500000,1,28,4,4,Алмалы,Карасай Батыра (Виноградова) — Розыбакиева,,кирпичный,1960
21000000,1,42,3,12,Бостандык,Бабаева 158 — Радостовца,Zodiac,монолитный,2016
18700000,3,"58,7",1,4,Ауэзов,"мкр. №3, №3 3",,панельный,1963
17300000,3,"57,8",5,5,Ауэзов,"мкр. Таугуль, Шаляпина",,панельный,1988
21000000,3,65,2,5,Ауэзов,"мкр. Аксай-2А, Толе Би (Комсомольская) — Саина",,панельный,1982
39000000,3,"89,4",10,10,Ауэзов,"мкр. Таугуль-2, Черепанова 37",,монолитный,2007
6500000,1,20,1,5,Ауэзов,"мкр. №3, №3 39А",,,1980
41750000,3,116,12,13,Алмалы,Манаса 7Б,,монолитный,2006
32500000,3,65,2,6,Медеу,мкр. Самал-2,,монолитный,1992
30500000,3,"56,4",1,10,Медеу,Бузурбаева 4Б блок 1 — Жибек жолы,City Park,монолитный,2018
20900000,3,60,4,4,Бостандык,Радостовца — Жандосова,,панельный,1963
11000000,2,42,4,4,Ауэзов,"мкр. №3, №3 39А",,панельный,1963
22000000,2,"42,2",3,4,Бостандык,Радостовца — Тимирязева,,панельный,1962
14900000,1,28,4,4,Алмалы,Макатаева (Пастера) — Муратбаева,,панельный,1970
16500000,2,44,3,4,Бостандык,Жарокова — Тимирязева,,кирпичный,1961
23000000,1,39,3,9,Бостандык,Розыбакиева,,кирпичный,1993
49000000,3,110,6,13,Алмалы,Варламова,Жагалау - 46 квартал,монолитный,2014
23500000,2,56,9,9,Алмалы,Молдагуловой,,панельный,1974
16800000,2,43,2,5,Ауэзов,"мкр. Тастак-1, Фурката — Толе Би (Комсомольская)",,панельный,1980
23500000,3,59,4,5,Бостандык,"мкр. Алмагуль, Ходжанова Султанбека (Овчарова) — Жарокова",,панельный,1981
18800000,2,43,2,5,Бостандык,"мкр. Алмагуль, Жарокова — Водозаборная",,панельный,1980
15500000,1,30,4,4,Алмалы,проспект Сакена Сейфуллина 536 — Абая,,кирпичный,1963
38500000,4,98,5,9,Ауэзов,мкр. Таугуль-1 45,,панельный,1992
24000000,3,62,2,5,Бостандык,"мкр. Орбита-4, Аль-Фараби — Торайгырова Султанмахмуда (Фрунзе)",,панельный,1975
25000000,2,"63,2",12,18,Алмалы,Брусиловского,Алтын Булак 2,монолитный,2012
18000000,3,58,1,4,Ауэзов,"мкр. №3, №3 5",,панельный,1964
98000000,3,"115,7",9,9,Медеу,"мкр. Самал-2, Мендикулова 105 — Жолдасбекова",Фантазия,монолитный,2003
15500000,1,31,5,9,Медеу,проспект Жибек Жолы — Кунаева,,панельный,1977
32000000,2,70,7,10,Алмалы,Айтиева 46 — Казыбек би,,кирпичный,2004
16000000,2,40,3,4,Бостандык,Сатпаева 29б — Байзакова,,кирпичный,1961
30500000,3,75,6,9,Бостандык,Аль-Фараби — Мустафина,,панельный,1979
16500000,1,42,5,9,Бостандык,Саина — Торайгырова Султанмахмуда (Фрунзе),,панельный,1981
35000000,3,110,2,18,Алмалы,Брусиловского,Алтын Булак 2,монолитный,2012
26000000,2,60,6,9,Ауэзов,мкр. Аксай-5 5А,,панельный,1993
31000000,3,61,5,5,Медеу,проспект Назарбаева — Сатпаева,,панельный,1975
33000000,2,68,5,16,Медеу,Кунаева 15/1 — Маметовой,,монолитный,2017
22000000,3,60,1,4,Ауэзов,"мкр. №4, №4 4 — Абая",,панельный,1966
32000000,3,71,4,18,Алмалы,Брусиловского 159 — Кулымбетова,Алтын Булак 1,монолитный,2012
12000000,1,41,2,2,Турксиб,13-й военный городок 23,,кирпичный,1974
